Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
,,6805.HK,Kimou Environmental Holding Ltd,HKD,HKSE,Commercial  & Professional Services,"Kimou Environmental Holding Limited, an investment holding company, engages in the development and management of electroplating industrial parks in the People's Republic of China. The company operates through three segments, Rental and Facilities, Wastewater Treatment and Utilities, and Sales of Goods and Ancillary Business. The company's Rental and Facilities Usage segment conducts industrial park property development and management business. Its Wastewater Treatment and Utilities Business segment operates electroplating wastewater treatment plants and provides utilities services. The Sales of Goods and Ancillary Business segment sells raw materials and provides environmental services. The company operates two electroplating industrial parks, including the Guangdong Huizhou Park and the Tianjin Bingang Park. Kimou Environmental Holding Limited was founded in 2004 and is headquartered in Wan Chai, Hong Kong.",Commercial Services & Supplies,HK,7/16/2019,Kimou Environmental Holding Ltd,,,,0.9,1008000000.0,Kimou Environmental Holding Ltd,HKD,Kimou Environmental Holding Ltd,Kimou Environmental Holding Ltd,,Kimou Environmental Holding Ltd,6805.hk,,,Kimou Environmental Holding Ltd,,10399,6
,,6808.HK,Sun Art Retail Group Ltd,HKD,HKSE,Food & Staples Retailing,"Sun Art Retail Group Limited, an investment holding company, operates hypermarkets and e-commerce platforms in the People's Republic of China. It operates its hypermarkets under the RT-Mart and Auchan brands. The company also provides consulting, investment, wholesaling, and retailing services. As of December 31, 2019, it had a total of 486 outlets in 232 cities across 29 provinces, autonomous regions, and municipalities. The company was founded in 1998 and is based in Wan Chai, Hong Kong. Sun Art Retail Group Limited is a subsidiary of Taobao China Holding Limited.",Retail,CN,7/27/2011,Sun Art Retail Group Ltd,,,,7.1,67731866000.0,Sun Art Retail Group Ltd,HKD,Sun Art Retail Group Ltd,Sun Art Retail Group Ltd,,Sun Art Retail Group Ltd,6808.hk,,,Sun Art Retail Group Ltd,,10400,6
,,6811.HK,Tai Hing Group Holdings Ltd,HKD,HKSE,Consumer Services,"Tai Hing Group Holdings Limited operates as a multi-brand casual dining restaurant company. As of December 31, 2019, it had 205 restaurants operated by franchisees in Hong Kong, Mainland China, Macau, and Taiwan under the Tai Hing, TeaWood, Trusty Congee King, Men Wah Bing Teng, Ph? L?, Tokyo Tsukiji, Fisher & Farmer, Asam Chicken Rice, King Fong Bing Teng, Rice Rule, and Hot Pot Couple brands. The company was founded in 1989 and is headquartered in Quarry Bay, Hong Kong. Tai Hing Group Holdings Limited is a subsidiary of Chun Fat Company Limited.","Hotels, Restaurants & Leisure",HK,6/13/2019,Tai Hing Group Holdings Ltd,,,,1.78,1783328640.0,Tai Hing Group Holdings Ltd,HKD,Tai Hing Group Holdings Ltd,Tai Hing Group Holdings Ltd,,Tai Hing Group Holdings Ltd,6811.hk,,,Tai Hing Group Holdings Ltd,,10401,6
,,6812.HK,Winson Holdings Hong Kong Ltd,HKD,HKSE,Commercial  & Professional Services,"Winson Holdings Hong Kong Limited, an investment holding company, provides environmental hygiene and related, and airline catering support services in Hong Kong. It offers environmental hygiene services, including public area and office cleaning, and waste disposal, as well as specialized services, such as external curtain wall and window cleaning, marble floor maintenance and restoration, intensive cleaning, pest control services, etc. to residential, commercial and shopping complexes, public utilities, transportation systems, and government bodies. The company also provides pest control services comprising indoor pest management and rodent prevention, as well as control services that involve spraying of pesticides and fogging treatment, etc. to a range of customers, including government departments, educational institutes, public utilities, and transportation systems, as well as residential, commercial, and shopping complexes. In addition, it offers airline catering support services, such as plating of meals, tray-setting, dry store packing, internal logistic for equipment flow, etc. at flight kitchens of airline catering operators. Further, the company provides property holding services. The company was founded in 1983 and is headquartered in Tsuen Wan, Hong Kong. Winson Holdings Hong Kong Limited is a subsidiary of Sze's Holdings Limited.",Commercial Services & Supplies,HK,3/16/2017,Winson Holdings Hong Kong Ltd,,,,0.425,255000000.0,Winson Holdings Hong Kong Ltd,HKD,Winson Holdings Hong Kong Ltd,Winson Holdings Hong Kong Ltd,,Winson Holdings Hong Kong Ltd,6812.hk,,,Winson Holdings Hong Kong Ltd,,10402,6
,,6816.HK,Prosper Construction Holdings Ltd,HKD,HKSE,Capital Goods,"Prosper Construction Holdings Limited provides marine construction and engineering services in Hong Kong, Indonesia, Macao, Malaysia, Vietnam, the Philippines, and Pakistan. Its marine construction services include dredging and non-dredging ground treatment works, reclamation works, pier construction works, offshore facilities foundation works, and marine transportation works, as well as auxiliary marine related services. The company is also involved in leasing and trading vessels. Prosper Construction Holdings Limited was incorporated in 1995 and is headquartered in North Point, Hong Kong. Prosper Construction Holdings Limited is a subsidiary of Qingdao West Coast Holdings (Internation) Limited.",Construction,HK,7/20/2016,Prosper Construction Holdings Ltd,,,,0.61,488000000.0,Prosper Construction Holdings Ltd,HKD,Prosper Construction Holdings Ltd,Prosper Construction Holdings Ltd,,Prosper Construction Holdings Ltd,6816.hk,,,Prosper Construction Holdings Ltd,,10403,6
,,6819.HK,Intellicentrics Global Holdings Ltd,HKD,HKSE,Health Care Equipment & Services,"IntelliCentrics Global Holdings Ltd., an investment holding company, provides credentialing services in the United States, Canada, and the United Kingdom. It primarily operates a credentialing platform for compliance and security purposes in the healthcare industry. The company's platform collects, processes, and verifies data and information in accordance with the various requirements of locations of care, including hospitals and other types of healthcare locations. It primarily provides vendor credentialing solution and medical credentialing solution through its platform, as well as add-on services. The company was formerly known as 31 Frameworks Ltd. and changed its name to IntelliCentrics Global Holdings Ltd. in February 2018. The company was founded in 2007 and is headquartered in Dallas, Texas. IntelliCentrics Global Holdings Ltd. is a subsidiary of Ocin Corp.",Health Care,US,3/27/2019,Intellicentrics Global Holdings Ltd,,,,7.2,3291206400.0,Intellicentrics Global Holdings Ltd,HKD,Intellicentrics Global Holdings Ltd,Intellicentrics Global Holdings Ltd,,Intellicentrics Global Holdings Ltd,6819.hk,,,Intellicentrics Global Holdings Ltd,,10404,6
,,6822.HK,King's Flair International (Holdings) Ltd,HKD,HKSE,Consumer Durables & Apparel,"King's Flair International (Holdings) Limited, an investment holding company, designs, develops, and supplies kitchenware and household products in the United States, Europe, Asia, Canada, and internationally. Its products include kitchen tools and gadgets, drinkware, bakeware, and accessories, as well as food preparation and storage products and accessories. The company is also involved in the retail, wholesale, distribution, and trading of kitchenware products; and manufacturing and training of nano-tech related materials and products. King's Flair International (Holdings) Limited was founded in 1984 and is headquartered in Sheung Wan, Hong Kong.",Consumer products,HK,1/16/2015,King's Flair International (Holdings) Ltd,,,,1.58,1106000000.0,King's Flair International (Holdings) Ltd,HKD,King's Flair International (Holdings) Ltd,King's Flair International (Holdings) Ltd,,King's Flair International (Holdings) Ltd,6822.hk,,,King's Flair International (Holdings) Ltd,,10405,6
,,6823.HK,HKT Trust and HKT Ltd,HKD,HKSE,Telecommunication Services,"HKT Trust and HKT Limited provides telecommunications services in Hong Kong, Mainland China, and internationally. It operates through Telecommunications Services, Mobile, and Other Businesses segments. The Telecommunications Services segment offers telecommunications and related services, including local telephony, local data and broadband, and international telecommunications, as well as enterprise solutions; and other telecommunications businesses, such as customer premises equipment sales, outsourcing, consulting, and contact centers. The Mobile segment provides mobile telecommunications services. The Other Businesses segment offers financial-related services, such as mobile payment, smart mobile point-of-sale solutions, and insurance; and The Club, a loyalty program. The company also provides cloud computing, Internet of Things, and artificial intelligence solutions to enterprises; Web services; network-based telecommunications and satellite-based services; outsourced call center services; customer and consultancy services; and customer relationship and customer contact management solutions and services. In addition, it offers system integration, software development, and technical services consultancy services; and sells mobile handsets and accessories, as well as telecommunication products and services. The company was incorporated in 2011 and is headquartered in Quarry Bay, Hong Kong. HKT Trust and HKT Limited is a subsidiary of PCCW Limited.",Telecommunication,HK,11/29/2011,HKT Trust and HKT Ltd,,,,10.52,79696790000.0,HKT Trust and HKT Ltd,HKD,HKT Trust and HKT Ltd,HKT Trust and HKT Ltd,,HKT Trust and HKT Ltd,6823.hk,,,HKT Trust and HKT Ltd,,10406,6
,,6828.HK,Beijing Gas Blue Sky Holdings Ltd,HKD,HKSE,Utilities,"Beijing Gas Blue Sky Holdings Limited, an investment holding company, engages in the sale and distribution of natural gas and other related products in the People's Republic of China. It operates through three segments: Natural Gas Refuelling Station; Trading and Distribution of Natural Gas; and City Gas, Pipeline Construction Fee, Value-Added Service, and Others segments. The company operates compressed natural gas (CNG) and liquefied natural gas (LNG) refueling stations for vehicles; and distributes and trades in CNG, LNG, and liquefied petroleum gas as a wholesaler to industrial and commercial users through direct supply facilities. It also sells natural gas to residential, industrial, and commercial users through pipelines. In addition, the company is involved in the provision of repair and maintenance, pipeline construction, transportation, and consultancy services. The company was formerly known as Blue Sky Power Holdings Limited and changed its name to Beijing Gas Blue Sky Holdings Limited in January 2017. Beijing Gas Blue Sky Holdings Limited was founded in 2000 and is headquartered in Central, Hong Kong.",Utilities,HK,7/12/2011,Beijing Gas Blue Sky Holdings Ltd,,,,0.116,1506387580.0,Beijing Gas Blue Sky Holdings Ltd,HKD,Beijing Gas Blue Sky Holdings Ltd,Beijing Gas Blue Sky Holdings Ltd,,Beijing Gas Blue Sky Holdings Ltd,6828.hk,,,Beijing Gas Blue Sky Holdings Ltd,,10407,6
,,6829.HK,Dragon Rise Group Holdings Ltd,HKD,HKSE,Capital Goods,"Dragon Rise Group Holdings Limited, an investment holding company, undertakes foundation works as a subcontractor in Hong Kong. The company's activities include excavation and lateral support works, and pile cap construction works; and disposal of excavated materials from piling. It also provides ancillary services, including dismantling of shoring, site formation, steel fixing, and site clearance; and trades in construction materials. The company was founded in 1993 and is headquartered in Shatin, Hong Kong. Dragon Rise Group Holdings Limited is a subsidiary of Fame Circle Limited.",Construction,HK,2/8/2018,Dragon Rise Group Holdings Ltd,,,,0.111,133200000.0,Dragon Rise Group Holdings Ltd,HKD,Dragon Rise Group Holdings Ltd,Dragon Rise Group Holdings Ltd,,Dragon Rise Group Holdings Ltd,6829.hk,,,Dragon Rise Group Holdings Ltd,,10408,6
,,6830.HK,Huazhong In Vehicle Holdings Co Ltd,HKD,HKSE,Automobiles & Components,"Huazhong In-Vehicle Holdings Company Limited, an investment holding company, manufactures and sells automobile body parts in Mainland China and internationally. It offers internal, external structural, and decorative automobile parts covering front/rear bumpers, frontend carriers, dashboards, ABCD-pillars, air inlet grilles, and rocker panels; automobile precision moulds and tooling products; air conditioning unit casings and liquid tanks; and other non-automobile products, such as top cowl covers for engine of motorboat and office chair parts. The company also manufactures and sells plastic and automotive parts; imports and exports various products and technologies; processes and sells plastic and latex products, and spare and accessory parts; and develops in-vehicle systems and equipment. It serves automakers and automobile body parts manufacturers, as well as suppliers for automakers. The company was formerly known as Huazhong Holdings Company Limited and changed its name to Huazhong In-Vehicle Holdings Company Limited in January 2015. The company was founded in 1993 and is headquartered in Xiangshan, China. Huazhong In-Vehicle Holdings Company Limited is a subsidiary of Huayou Holdings Company Limited.",Auto Components,CN,1/12/2012,Huazhong In Vehicle Holdings Co Ltd,,,,1.78,3149158140.0,Huazhong In Vehicle Holdings Co Ltd,HKD,Huazhong In Vehicle Holdings Co Ltd,Huazhong In Vehicle Holdings Co Ltd,,Huazhong In Vehicle Holdings Co Ltd,6830.hk,,,Huazhong In Vehicle Holdings Co Ltd,,10409,6
,,6833.HK,Sinco Pharmaceuticals Holdings Ltd,HKD,HKSE,Health Care Equipment & Services,"Sinco Pharmaceuticals Holdings Limited, an investment holding company, provides marketing, promotion, and channel management services for imported pharmaceutical products and medical devices in China. The company offers Octapharma, a human albumin solution for use in premature infants; Axetine, which is used for the treatment of bacterial infections, including respiratory infections, urinary tract infections, soft tissue infections, gynecological and obstetrical infections, gonorrhea, and other infections, as well as for the prevention of post-surgery infections; and Medocef that is used for the treatment of bacterial infections, such as the infections of the lower respiratory tract comprising pneumonia, urinary tract, bile duct, peritoneum, skin, soft tissue, pelvic area, and sepsis. It also provides Esafosfina, which is used for treating hypophosphatemia and chronic diseases, including alcohol intoxication, malnutrition, and hypophosphatemic respiratory failure; Taurolite, a third generation oral cholic acid drug that is used for the treatment of gallstone diseases; and Tamifil injection for the treatment of metastatic prostate cancer, true precocious puberty, and endometriosis. In addition, the company engages in the purchase and sale of pharmaceutical products; and provides warehouse facilities for pharmaceutical products. The company was founded in 2011 and is headquartered in Chengdu, the People's Republic of China. Sinco Pharmaceuticals Holdings Limited is a subsidiary of Risun Investments Limited.",Health Care,CN,3/10/2016,Sinco Pharmaceuticals Holdings Ltd,,,,0.275,465269760.0,Sinco Pharmaceuticals Holdings Ltd,HKD,Sinco Pharmaceuticals Holdings Ltd,Sinco Pharmaceuticals Holdings Ltd,,Sinco Pharmaceuticals Holdings Ltd,6833.hk,,,Sinco Pharmaceuticals Holdings Ltd,,10411,6
,,6836.HK,Tianyun International Holdings Ltd,HKD,HKSE,"Food, Beverage & Tobacco","Tianyun International Holdings Limited, an investment holding company, manufactures and sells processed fruit products; and trades fresh fruits in the People's Republic of China, Hong Kong, and internationally. It operates through Own Brand Sales, OEM Sales, and Fresh Fruits Sales and Others segments. The company offers various processed fruit products, such as strawberry, apricot, peach, pear, apple, pineapple, and mixed fruits under the Tiantong Food, Bingo -My Times, and Guo Xiao Lan brand names. It also engages in the manufacture and trading of food machineries. Tianyun International Holdings Limited was founded in 2003 and is based in Linyi, the People's Republic of China.",Food Products,CN,7/7/2015,Tianyun International Holdings Ltd,,,,1.56,1524840700.0,Tianyun International Holdings Ltd,HKD,Tianyun International Holdings Ltd,Tianyun International Holdings Ltd,,Tianyun International Holdings Ltd,6836.hk,,,Tianyun International Holdings Ltd,,10412,6
,,6838.HK,Winox Holdings Ltd,HKD,HKSE,Consumer Durables & Apparel,"Winox Holdings Limited, an investment holding company, develops, manufactures, and sells stainless steel products. Its products include watch bracelets, mobile phone cases and parts, smart wearable cases and parts, and fashion accessories. The company also provides management and administration services; and holds properties. The company operates in Switzerland, the People's Republic of China, Liechtenstein and other European countries, and internationally. The company was founded in 1999 and is headquartered in Yau Tong, Hong Kong. Winox Holdings Limited is a subsidiary of Ming Fung Investment Limited.","Textiles, Apparel & Luxury Goods",HK,7/20/2011,Winox Holdings Ltd,,,,1.65,825000000.0,Winox Holdings Ltd,HKD,Winox Holdings Ltd,Winox Holdings Ltd,,Winox Holdings Ltd,6838.hk,,,Winox Holdings Ltd,,10413,6
,,6839.HK,Yunnan Water Investment Company Ltd,HKD,HKSE,Utilities,"Yunnan Water Investment Co., Limited, an investment holding company, designs, develops, constructs, operates, and maintains municipal water supply and solid wastewater treatment facilities in the People's Republic of China and internationally. It operates through five segments: Wastewater Treatment, Water Supply, Solid Waste Treatment Construction and Sales of Equipment, and Others. It constructs and operates wastewater treatment projects, water supply projects, and solid waste treatment projects; undertakes build and transfer (BT) projects, and engineering-procurement-construction (EPC) projects; and produces, installs, and sells equipment for wastewater treatment, water supply, solid waste treatment, and other infrastructure facilities. The company undertakes operation and maintenance (O&M) projects for wastewater treatment, water supply, and solid waste treatment facilities owned by third parties; and offers technical and consultancy services. As at 31 December 2019, it had 124 concession wastewater treatment projects, including 7 build-own-operate (BOO), 69 build-operate-transfer (BOT), 2 transfer-own-operate (TOO), 21 transfer-operate-transfer (TOT) projects, 2 rehabilitate-operate-transfer (ROT), and 23 municipal environment comprehensive treatment projects, with total daily treatment capacity of approximately 3,380,400 tonnes; 66 concession water supply projects comprising, 15 BOO projects, 35 BOT projects, 11 TOT projects, and 4 municipal environment comprehensive treatment projects with total daily capacity of approximately 224,100 tonnes; 21 solid waste treatment projects with annual treatment capacity of approximately 3,571,000 tonnes; 11 BT projects and 10 EPC projects; and 30 O&M projects. The company was formerly known as Yunnan Water Industry Investment and Development Co., Ltd. and changed its name to Yunnan Water Investment Company Limited in July 2014. The company was founded in 2009 and is headquartered in Kunming, the People's Republic of China.",Utilities,CN,5/27/2015,Yunnan Water Investment Company Ltd,,,,0.95,1133549440.0,Yunnan Water Investment Company Ltd,HKD,Yunnan Water Investment Company Ltd,Yunnan Water Investment Company Ltd,,Yunnan Water Investment Company Ltd,6839.hk,,,Yunnan Water Investment Company Ltd,,10414,6
,,6855.HK,Ascentage Pharma Group International,HKD,HKSE,"Pharmaceuticals, Biotechnology & Life Sciences","Ascentage Pharma Group International, a clinical-stage biotechnology company, engages in developing therapies for cancers, hepatitis B virus (HBV), and age-related diseases in the United States and Mainland China. Its primary product under development include HQP1351, a BCR-ABL/KIT inhibitor targeting BCR-ABL mutants, including those with the T315I mutation, as well as for the treatment of patients with tyrosine kinase inhibitors resistant/refractory GIST. The company also engages in developing APG-2575, an orally administered Bcl-2 selective inhibitor for the treatment of hematologic malignancies with Bcl-2 overexpression, including leukemia, lymphoma, and multiple myeloma; APG-1252, a small molecule drug to restore apoptosis through selective inhibition of the Bcl-2 and Bcl-xL proteins for the treatment of SCLC, lymphoma, and other solid tumors; and APG-115, an oral small molecule inhibitor of the MDM2-p53 protein-protein interaction for the treatment of solid tumors or lymphoma. In addition, it is involved in the development of APG-1387, a small molecule inhibitor of apoptosis proteins for the treatment of advanced solid tumors and chronic HBV infection; AT-101 for the treatment of chronic lymphocytic leukemia; APG-2449 for non-small-cell lung carcinoma; and HQP8361 for the treatment of cancer. Ascentage Pharma Group International has a clinical collaboration with Acerta Pharma to evaluate the combination of Bcl-2 and BTK inhibitors in patients with relapsed/refractory chronic lymphocytic leukemia and small lymphocytic lymphoma; and MSD to evaluate APG-115. The company was founded in 2009 and is headquartered in Suzhou, China.",Biotechnology,CN,10/28/2019,Ascentage Pharma Group International,,,,39.2,9906976800.0,Ascentage Pharma Group International,HKD,Ascentage Pharma Group International,Ascentage Pharma Group International,,Ascentage Pharma Group International,6855.hk,,,Ascentage Pharma Group International,,10415,6
,,6858.HK,Honma Golf Ltd,HKD,HKSE,Consumer Durables & Apparel,"Honma Golf Limited, an investment holding company, designs, develops, manufactures, and sells a range of golf club equipment in Asia, North America, Europe, and internationally. It offers driver, fairway wood, utility, iron, wedge, and putter clubs; golf balls, golf bags, golf club head covers, gloves, shoes, and other golf-related accessories; and apparel for men and women under the BERES, TOUR WORLD, Be ZEAL, and HONMA brands. The company distributes its products through HONMA-branded self-operated stores; third-party retailers, including sports megastores; and wholesale distributors that on-sell its products to other third parties. As of March 31, 2020, it had 79 HONMA-branded self-operated stores. Honma Golf Limited was founded in 1959 and is headquartered in Tokyo, Japan.",Leisure Products,JP,10/6/2016,Honma Golf Ltd,,,,6.52,3948785660.0,Honma Golf Ltd,HKD,Honma Golf Ltd,Honma Golf Ltd,,Honma Golf Ltd,6858.hk,,,Honma Golf Ltd,,10417,6
,,6860.HK,FingerTango Inc,HKD,HKSE,Media & Entertainment,"FingerTango Inc., an investment holding company, develops, operates, and publishes mobile games in the People's Republic of China. The company publishes and sells simulation mobile games. As of December 31, 2019, it had approximately 167.7 million cumulative registered users. FingerTango Inc. was founded in 2013 and is headquartered in Tianhe, China.",Media,CN,7/12/2018,FingerTango Inc,,,,0.74,1429228540.0,FingerTango Inc,HKD,FingerTango Inc,FingerTango Inc,,FingerTango Inc,6860.hk,,,FingerTango Inc,,10418,6
,,6862.HK,Haidilao International Holding Ltd,HKD,HKSE,Consumer Services,"Haidilao International Holding Ltd., an investment holding company, engages in the restaurants operation and relevant delivery businesses. It operates a Haidilao branded Chinese cuisine restaurant that focuses on hot pot cuisine. The company is also involved in the sale of condiment products and food ingredients; logistics and wholesale trade activities; management consultation; financial management; and food research and development, and trading businesses. As of December 31, 2019, it owned and operated 768 restaurants, which included 716 restaurants in Mainland China, as well as 52 restaurants in Hong Kong, Macao, Taiwan, Singapore, Vietnam, South Korea, Japan, the United Kingdom, the United States, Canada, and Australia. Haidilao International Holding Ltd. was incorporated in 2015 and is headquartered in Beijing, the People's Republic of China.","Hotels, Restaurants & Leisure",CN,9/26/2018,Haidilao International Holding Ltd,,,,82.15,435000000000.0,Haidilao International Holding Ltd,HKD,Haidilao International Holding Ltd,Haidilao International Holding Ltd,,Haidilao International Holding Ltd,6862.hk,,,Haidilao International Holding Ltd,,10419,6
,,6866.HK,Zuoli Kechuang Micro-finance Co Ltd,HKD,HKSE,Diversified Financials,"Zuoli Kechuang Micro-finance Company Limited operates as a microfinance company in the People's Republic of China. The company offers unsecured, guaranteed, collateralized, and pledged loans; enterprise loans, including agriculture and technology enterprises credit loans, as well as loans for other small and medium-sized enterprises (SMEs), and microenterprises; individual loans, such as individual business, consumption, start-up, and other loans; and fast and zhang shang tong loans. It serves customers engaged in agricultural businesses and rural development activities; customers residing in rural areas; and SMEs and microenterprises, as well as online retailers for lifestyle products, agricultural products, cultural supplies and industrial products, etc. The company was formerly known as Deqing Zuoli Kechuang Micro-finance Company Limited and changed its name to Zuoli Kechuang Micro-Finance Company Limited in April 2014. Zuoli Kechuang Micro-finance Company Limited was founded in 2011 and is headquartered in Huzhou, the People's Republic of China.",Financial Services,CN,1/13/2015,Zuoli Kechuang Micro-finance Co Ltd,,,,0.39,460199968.0,Zuoli Kechuang Micro-finance Co Ltd,HKD,Zuoli Kechuang Micro-finance Co Ltd,Zuoli Kechuang Micro-finance Co Ltd,,Zuoli Kechuang Micro-finance Co Ltd,6866.hk,,,Zuoli Kechuang Micro-finance Co Ltd,,10420,6
,,6868.HK,Tenfu (Cayman) Holdings Company Ltd,HKD,HKSE,"Food, Beverage & Tobacco","Tenfu (Cayman) Holdings Company Limited, together with its subsidiaries, operates as a tea-product company. It sells and markets various tea products; and develops product concepts, tastes, and packaging designs. The company offers approximately 1,300 varieties of traditional Chinese tea-leaf products; 300 varieties of tea snacks; and tea ware. It sells its products primarily under the Tenfu, Tenfu Ten Xin, and Uncle Lee brands. As of December 31, 2019, the company sold tea products in 1,172 retail outlets and retail points in 31 provinces, autonomous regions, and municipalities in the People's Republic of China, which included stores with shop fronts at street level; and shopping malls and concession counters in the department stores and hypermarkets. It is also involved in the classification and packaging of tea leaves; manufacture of tea snacks; catering management, beverage production, pre-packaged food and tea drink selling, and property management activities; and provision of hotel, restaurant, tourist, and related services, as well as sells tea leaves, tea snacks, and tea ware through Internet. The company was incorporated in 2010 and is headquartered in Xiamen, the People's Republic of China.",Food Products,CN,9/26/2011,Tenfu (Cayman) Holdings Company Ltd,,,,5.88,6462472700.0,Tenfu (Cayman) Holdings Company Ltd,HKD,Tenfu (Cayman) Holdings Company Ltd,Tenfu (Cayman) Holdings Company Ltd,,Tenfu (Cayman) Holdings Company Ltd,6868.hk,,,Tenfu (Cayman) Holdings Company Ltd,,10421,6
,,6877.HK,CLSA Premium Ltd,HKD,HKSE,Diversified Financials,"CLSA Premium Limited, an investment holding company, provides leveraged foreign exchange, trading, cash dealing, and other services. It offers commodity and index trading, and margin dealing services, as well as precious metals trading and settlement services. The company also provides securities brokerage and management services. It primarily operates in Hong Kong, New Zealand, Australia, and the People's Republic of China. The company was formerly known as KVB Kunlun Financial Group Limited and changed its name to CLSA Premium Limited in November 2019. The company was incorporated in 2010 and is headquartered in Kowloon, Hong Kong. CLSA Premium Limited is a subsidiary of Citic Securities Overseas Investment Company Limited.",Financial Services,HK,7/3/2013,CLSA Premium Ltd,,,,0.198,402591424.0,CLSA Premium Ltd,HKD,CLSA Premium Ltd,CLSA Premium Ltd,,CLSA Premium Ltd,6877.hk,,,CLSA Premium Ltd,,10422,6
,,6878.HK,Differ Group Holding Co Ltd,HKD,HKSE,Diversified Financials,"Differ Group Holding Company Limited, an investment holding company, trades in commodities in the People's Republic of China. The company provides asset management services, including investment in distressed assets, equities, and fund management; finance lease services; and financial services, including financial consultancy, guarantee, and supply chain agency services, as well as loan, and securities dealing and brokerage services. It also engages in the property development and investment activities; and hotel and tourism services. The company was founded in 2008 and is headquartered in Xiamen, China.",Financial Services,CN,12/9/2013,Differ Group Holding Co Ltd,,,,0.73,5262125100.0,Differ Group Holding Co Ltd,HKD,Differ Group Holding Co Ltd,Differ Group Holding Co Ltd,,Differ Group Holding Co Ltd,6878.hk,,,Differ Group Holding Co Ltd,,10423,6
,,6880.HK,Tempus Holdings Ltd,HKD,HKSE,Retailing,"Tempus Holdings Limited, an investment holding company, researches, develops, and sells health and wellness products under the OTO brand. The company operates through Sales of Health and Wellness Products Business; and Trading and Logistics Business segments. It sells relaxation, fitness, therapeutic, diagnostic, and cookware products to financial institutions, retail chain stores, and professional bodies. The company is also involved in the trading and distribution of consumer products; property investment; and provision of transportation, warehousing, supply chain, loading and uploading, and storage management services. As of December 31, 2019, it operated 24 retail outlets in Hong Kong and Macau; 113 retail outlets in Mainland China; and 15 retail outlets in Singapore and Malaysia, as well as internet and corporate sales channels. In addition, Tempus Holdings Limited exports its products to distributors or wholesalers in Eastern Europe and the Middle East. The company was formerly known as OTO Holdings Limited and changed its name to Tempus Holdings Limited in March 2015. Tempus Holdings Limited was founded in 1978 and is headquartered in Hong Kong, Hong Kong. Tempus Holdings Limited is a subsidiary of Tempus Holdings (Hong Kong) Limited.",Distributors,HK,12/13/2011,Tempus Holdings Ltd,,,,0.285,99539384.0,Tempus Holdings Ltd,HKD,Tempus Holdings Ltd,Tempus Holdings Ltd,,Tempus Holdings Ltd,6880.hk,,,Tempus Holdings Ltd,,10424,6
,,6882.HK,EGL Holdings Co Ltd,HKD,HKSE,Consumer Services,"EGL Holdings Company Limited, an investment holding company, provides package tours, free independent travelers packages, individual travel elements, and ancillary travel related products and services in Hong Kong, Macau, Japan, and internationally. It operates through two segments, Travel and Travel Related Services Business, and Hotel Operation. The company also owns, develops, and manages a hotel. The company was founded in 1987 and is headquartered in Kwun Tong, Hong Kong. EGL Holdings Company Limited is a subsidiary of Evergloss Management Group Company Limited.","Hotels, Restaurants & Leisure",HK,11/27/2014,EGL Holdings Co Ltd,,,,0.44,221077984.0,EGL Holdings Co Ltd,HKD,EGL Holdings Co Ltd,EGL Holdings Co Ltd,,EGL Holdings Co Ltd,6882.hk,,,EGL Holdings Co Ltd,,10425,6
,,6885.HK,Henan Jinma Energy Co Ltd,HKD,HKSE,Materials,"Henan Jinma Energy Company Limited, together with its subsidiaries, operates in the coking chemical industry in the People's Republic of China. Its Coke segment produces and sells coke. The company's Refined Chemicals segment processes and sells coking by-products into a series of benzene based and coal tar based refined chemicals. Its Energy Products segment is involved in processing and sale of coke oven crude gas into coal gas; and extraction of LNG (liquefied natural gas) from coal gas. The company's Trading segment trades in coal, coke, LNG, coal mining equipment, and nonferrous materials. Henan Jinma Energy Company Limited was founded in 2003 and is based in Jiyuan, China.",Metals & Mining,CN,10/10/2017,Henan Jinma Energy Co Ltd,,,,4.23,2264830720.0,Henan Jinma Energy Co Ltd,HKD,Henan Jinma Energy Co Ltd,Henan Jinma Energy Co Ltd,,Henan Jinma Energy Co Ltd,6885.hk,,,Henan Jinma Energy Co Ltd,,10426,6
,,6888.HK,Freetech Road Recycling Technology (Holdings) Ltd,HKD,HKSE,Transportation,"Freetech Road Recycling Technology (Holdings) Limited, an investment holding company, manufactures and sells road maintenance equipment, and provides road maintenance services in the People's Republic of China. The company operates through Maintenance Services and Sale of Equipment segments. It offers asphalt pavement maintenance (APM) equipment; and APM services to repair damaged asphalt pavement surfaces under the Road Doctor brand. Freetech Road Recycling Technology (Holdings) Limited was founded in 1993 and is headquartered in Wan Chai, Hong Kong.",Transportation Infrastructure,HK,6/26/2013,Freetech Road Recycling Technology (Holdings) Ltd,,,,0.173,186667008.0,Freetech Road Recycling Technology (Holdings) Ltd,HKD,Freetech Road Recycling Technology (Holdings) Ltd,Freetech Road Recycling Technology (Holdings) Ltd,,Freetech Road Recycling Technology (Holdings) Ltd,6888.hk,,,Freetech Road Recycling Technology (Holdings) Ltd,,10427,6
