,symbol,historical
721,0001.HK,"{'date': '2018-03-12', 'open': 100.0, 'high': 100.0, 'low': 99.099998, 'close': 99.5, 'adjClose': 87.463196, 'volume': 4596133.0, 'unadjustedVolume': 4596133.0, 'change': -0.5, 'changePercent': -0.5, 'vwap': 99.53333, 'label': 'March 12, 18', 'changeOverTime': -0.005}"
722,0001.HK,"{'date': '2018-03-09', 'open': 97.5, 'high': 99.150002, 'low': 97.199997, 'close': 98.75, 'adjClose': 86.803917, 'volume': 5985034.0, 'unadjustedVolume': 5985034.0, 'change': 1.25, 'changePercent': 1.282, 'vwap': 98.36667, 'label': 'March 09, 18', 'changeOverTime': 0.01282}"
723,0001.HK,"{'date': '2018-03-08', 'open': 95.599998, 'high': 97.0, 'low': 95.300003, 'close': 96.800003, 'adjClose': 85.089828, 'volume': 3785978.0, 'unadjustedVolume': 3785978.0, 'change': 1.20001, 'changePercent': 1.255, 'vwap': 96.36667, 'label': 'March 08, 18', 'changeOverTime': 0.01255}"
724,0001.HK,"{'date': '2018-03-07', 'open': 96.0, 'high': 96.150002, 'low': 95.150002, 'close': 95.300003, 'adjClose': 83.771278, 'volume': 4946917.0, 'unadjustedVolume': 4946917.0, 'change': -0.7, 'changePercent': -0.729, 'vwap': 95.53334, 'label': 'March 07, 18', 'changeOverTime': -0.00729}"
725,0001.HK,"{'date': '2018-03-06', 'open': 96.150002, 'high': 97.050003, 'low': 95.849998, 'close': 96.0, 'adjClose': 84.386589, 'volume': 4575359.0, 'unadjustedVolume': 4575359.0, 'change': -0.15, 'changePercent': -0.156, 'vwap': 96.3, 'label': 'March 06, 18', 'changeOverTime': -0.00156}"
726,0001.HK,"{'date': '2018-03-05', 'open': 97.099998, 'high': 97.599998, 'low': 95.0, 'close': 95.199997, 'adjClose': 83.68338, 'volume': 5522013.0, 'unadjustedVolume': 5522013.0, 'change': -1.9, 'changePercent': -1.957, 'vwap': 95.93333, 'label': 'March 05, 18', 'changeOverTime': -0.01957}"
727,0001.HK,"{'date': '2018-03-02', 'open': 97.150002, 'high': 97.5, 'low': 96.75, 'close': 97.400002, 'adjClose': 85.617233, 'volume': 4087621.0, 'unadjustedVolume': 4087621.0, 'change': 0.25, 'changePercent': 0.257, 'vwap': 97.21667, 'label': 'March 02, 18', 'changeOverTime': 0.00257}"
728,0001.HK,"{'date': '2018-03-01', 'open': 96.550003, 'high': 98.050003, 'low': 96.550003, 'close': 98.050003, 'adjClose': 86.188606, 'volume': 5071189.0, 'unadjustedVolume': 5071189.0, 'change': 1.5, 'changePercent': 1.554, 'vwap': 97.55, 'label': 'March 01, 18', 'changeOverTime': 0.01554}"
729,0001.HK,"{'date': '2018-02-28', 'open': 100.0, 'high': 100.0, 'low': 97.900002, 'close': 98.0, 'adjClose': 86.144646, 'volume': 6080646.0, 'unadjustedVolume': 6080646.0, 'change': -2.0, 'changePercent': -2.0, 'vwap': 98.63333, 'label': 'February 28, 18', 'changeOverTime': -0.02}"
730,0001.HK,"{'date': '2018-02-27', 'open': 100.5, 'high': 100.5, 'low': 99.099998, 'close': 99.25, 'adjClose': 87.243439, 'volume': 2802839.0, 'unadjustedVolume': 2802839.0, 'change': -1.25, 'changePercent': -1.244, 'vwap': 99.61667, 'label': 'February 27, 18', 'changeOverTime': -0.01244}"
731,0001.HK,"{'date': '2018-02-26', 'open': 99.25, 'high': 100.800003, 'low': 99.0, 'close': 100.099998, 'adjClose': 87.990608, 'volume': 4830552.0, 'unadjustedVolume': 4830552.0, 'change': 0.85, 'changePercent': 0.856, 'vwap': 99.96667, 'label': 'February 26, 18', 'changeOverTime': 0.00856}"
732,0001.HK,"{'date': '2018-02-23', 'open': 98.699997, 'high': 99.550003, 'low': 98.449997, 'close': 99.300003, 'adjClose': 87.287392, 'volume': 3114261.0, 'unadjustedVolume': 3114261.0, 'change': 0.60001, 'changePercent': 0.608, 'vwap': 99.1, 'label': 'February 23, 18', 'changeOverTime': 0.00608}"
733,0001.HK,"{'date': '2018-02-22', 'open': 99.0, 'high': 99.0, 'low': 98.0, 'close': 98.5, 'adjClose': 86.58416, 'volume': 4261057.0, 'unadjustedVolume': 4261057.0, 'change': -0.5, 'changePercent': -0.505, 'vwap': 98.5, 'label': 'February 22, 18', 'changeOverTime': -0.00505}"
734,0001.HK,"{'date': '2018-02-21', 'open': 98.150002, 'high': 98.599998, 'low': 97.25, 'close': 98.550003, 'adjClose': 86.628113, 'volume': 4128242.0, 'unadjustedVolume': 4128242.0, 'change': 0.4, 'changePercent': 0.408, 'vwap': 98.13333, 'label': 'February 21, 18', 'changeOverTime': 0.00408}"
735,0001.HK,"{'date': '2018-02-20', 'open': 99.900002, 'high': 99.900002, 'low': 97.5, 'close': 97.849998, 'adjClose': 86.012787, 'volume': 3753917.0, 'unadjustedVolume': 3753917.0, 'change': -2.05, 'changePercent': -2.052, 'vwap': 98.41667, 'label': 'February 20, 18', 'changeOverTime': -0.02052}"
736,0001.HK,"{'date': '2018-02-15', 'open': 98.0, 'high': 99.0, 'low': 98.0, 'close': 98.949997, 'adjClose': 86.979729, 'volume': 3716540.0, 'unadjustedVolume': 3716540.0, 'change': 0.95, 'changePercent': 0.969, 'vwap': 98.65, 'label': 'February 15, 18', 'changeOverTime': 0.00969}"
737,0001.HK,"{'date': '2018-02-14', 'open': 97.25, 'high': 97.900002, 'low': 96.550003, 'close': 97.849998, 'adjClose': 86.012787, 'volume': 7572132.0, 'unadjustedVolume': 7572132.0, 'change': 0.6, 'changePercent': 0.617, 'vwap': 97.43333, 'label': 'February 14, 18', 'changeOverTime': 0.00617}"
738,0001.HK,"{'date': '2018-02-13', 'open': 97.25, 'high': 98.599998, 'low': 97.050003, 'close': 97.25, 'adjClose': 85.485382, 'volume': 5456296.0, 'unadjustedVolume': 5456296.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 97.63333, 'label': 'February 13, 18', 'changeOverTime': 0.0}"
739,0001.HK,"{'date': '2018-02-12', 'open': 98.900002, 'high': 98.900002, 'low': 96.550003, 'close': 96.550003, 'adjClose': 84.870056, 'volume': 6444929.0, 'unadjustedVolume': 6444929.0, 'change': -2.35, 'changePercent': -2.376, 'vwap': 97.33334, 'label': 'February 12, 18', 'changeOverTime': -0.02376}"
740,0001.HK,"{'date': '2018-02-09', 'open': 101.199997, 'high': 101.199997, 'low': 97.650002, 'close': 98.150002, 'adjClose': 86.276512, 'volume': 13870491.0, 'unadjustedVolume': 13870491.0, 'change': -3.04999, 'changePercent': -3.014, 'vwap': 99.0, 'label': 'February 09, 18', 'changeOverTime': -0.03014}"
741,0001.HK,"{'date': '2018-02-08', 'open': 102.699997, 'high': 103.400002, 'low': 101.800003, 'close': 102.099998, 'adjClose': 89.748665, 'volume': 7187106.0, 'unadjustedVolume': 7187106.0, 'change': -0.6, 'changePercent': -0.584, 'vwap': 102.43333, 'label': 'February 08, 18', 'changeOverTime': -0.00584}"
742,0001.HK,"{'date': '2018-02-07', 'open': 103.0, 'high': 103.5, 'low': 101.300003, 'close': 101.800003, 'adjClose': 89.484962, 'volume': 16757674.0, 'unadjustedVolume': 16757674.0, 'change': -1.2, 'changePercent': -1.165, 'vwap': 102.2, 'label': 'February 07, 18', 'changeOverTime': -0.01165}"
743,0001.HK,"{'date': '2018-02-06', 'open': 102.300003, 'high': 102.5, 'low': 100.099998, 'close': 101.300003, 'adjClose': 89.045456, 'volume': 12789518.0, 'unadjustedVolume': 12789518.0, 'change': -1.0, 'changePercent': -0.978, 'vwap': 101.3, 'label': 'February 06, 18', 'changeOverTime': -0.00978}"
744,0001.HK,"{'date': '2018-02-05', 'open': 104.0, 'high': 104.5, 'low': 103.5, 'close': 104.099998, 'adjClose': 91.506706, 'volume': 6076565.0, 'unadjustedVolume': 6076565.0, 'change': 0.1, 'changePercent': 0.096, 'vwap': 104.03333, 'label': 'February 05, 18', 'changeOverTime': 0.00096}"
745,0001.HK,"{'date': '2018-02-02', 'open': 105.699997, 'high': 105.699997, 'low': 104.800003, 'close': 105.199997, 'adjClose': 92.473656, 'volume': 6988771.0, 'unadjustedVolume': 6988771.0, 'change': -0.5, 'changePercent': -0.473, 'vwap': 105.23333, 'label': 'February 02, 18', 'changeOverTime': -0.00473}"
746,0001.HK,"{'date': '2018-02-01', 'open': 105.599998, 'high': 105.900002, 'low': 105.199997, 'close': 105.5, 'adjClose': 92.737343, 'volume': 4594056.0, 'unadjustedVolume': 4594056.0, 'change': -0.1, 'changePercent': -0.095, 'vwap': 105.53333, 'label': 'February 01, 18', 'changeOverTime': -0.00095}"
747,0001.HK,"{'date': '2018-01-31', 'open': 104.900002, 'high': 106.0, 'low': 104.699997, 'close': 105.599998, 'adjClose': 92.825249, 'volume': 7029534.0, 'unadjustedVolume': 7029534.0, 'change': 0.7, 'changePercent': 0.667, 'vwap': 105.43333, 'label': 'January 31, 18', 'changeOverTime': 0.00667}"
748,0001.HK,"{'date': '2018-01-30', 'open': 105.0, 'high': 107.0, 'low': 104.800003, 'close': 105.099998, 'adjClose': 92.385742, 'volume': 7285202.0, 'unadjustedVolume': 7285202.0, 'change': 0.1, 'changePercent': 0.095, 'vwap': 105.63333, 'label': 'January 30, 18', 'changeOverTime': 0.00095}"
749,0001.HK,"{'date': '2018-01-29', 'open': 106.5, 'high': 106.900002, 'low': 104.699997, 'close': 104.800003, 'adjClose': 92.12204, 'volume': 7178597.0, 'unadjustedVolume': 7178597.0, 'change': -1.7, 'changePercent': -1.596, 'vwap': 105.46667, 'label': 'January 29, 18', 'changeOverTime': -0.01596}"
750,0001.HK,"{'date': '2018-01-26', 'open': 107.0, 'high': 107.0, 'low': 106.400002, 'close': 106.699997, 'adjClose': 93.792191, 'volume': 5420573.0, 'unadjustedVolume': 5420573.0, 'change': -0.3, 'changePercent': -0.28, 'vwap': 106.7, 'label': 'January 26, 18', 'changeOverTime': -0.0028}"
751,0001.HK,"{'date': '2018-01-25', 'open': 106.599998, 'high': 107.0, 'low': 105.5, 'close': 106.400002, 'adjClose': 93.528481, 'volume': 9860116.0, 'unadjustedVolume': 9860116.0, 'change': -0.2, 'changePercent': -0.188, 'vwap': 106.3, 'label': 'January 25, 18', 'changeOverTime': -0.00188}"
752,0001.HK,"{'date': '2018-01-24', 'open': 102.699997, 'high': 105.300003, 'low': 102.699997, 'close': 104.599998, 'adjClose': 91.946228, 'volume': 8403176.0, 'unadjustedVolume': 8403176.0, 'change': 1.9, 'changePercent': 1.85, 'vwap': 104.2, 'label': 'January 24, 18', 'changeOverTime': 0.0185}"
753,0001.HK,"{'date': '2018-01-23', 'open': 103.0, 'high': 103.400002, 'low': 102.199997, 'close': 102.599998, 'adjClose': 90.188179, 'volume': 8555229.0, 'unadjustedVolume': 8555229.0, 'change': -0.4, 'changePercent': -0.388, 'vwap': 102.73333, 'label': 'January 23, 18', 'changeOverTime': -0.00388}"
754,0001.HK,"{'date': '2018-01-22', 'open': 101.599998, 'high': 102.599998, 'low': 101.300003, 'close': 102.599998, 'adjClose': 90.188179, 'volume': 9076868.0, 'unadjustedVolume': 9076868.0, 'change': 1.0, 'changePercent': 0.984, 'vwap': 102.16667, 'label': 'January 22, 18', 'changeOverTime': 0.00984}"
755,0001.HK,"{'date': '2018-01-19', 'open': 100.900002, 'high': 101.199997, 'low': 100.300003, 'close': 100.699997, 'adjClose': 88.518021, 'volume': 7021236.0, 'unadjustedVolume': 7021236.0, 'change': -0.20001, 'changePercent': -0.198, 'vwap': 100.73333, 'label': 'January 19, 18', 'changeOverTime': -0.00198}"
756,0001.HK,"{'date': '2018-01-18', 'open': 100.5, 'high': 101.900002, 'low': 100.5, 'close': 100.900002, 'adjClose': 88.693832, 'volume': 7589994.0, 'unadjustedVolume': 7589994.0, 'change': 0.4, 'changePercent': 0.398, 'vwap': 101.1, 'label': 'January 18, 18', 'changeOverTime': 0.00398}"
757,0001.HK,"{'date': '2018-01-17', 'open': 100.400002, 'high': 101.800003, 'low': 100.199997, 'close': 100.5, 'adjClose': 88.342224, 'volume': 10168855.0, 'unadjustedVolume': 10168855.0, 'change': 0.1, 'changePercent': 0.1, 'vwap': 100.83333, 'label': 'January 17, 18', 'changeOverTime': 0.001}"
758,0001.HK,"{'date': '2018-01-16', 'open': 101.0, 'high': 101.099998, 'low': 100.099998, 'close': 100.5, 'adjClose': 88.342224, 'volume': 8411762.0, 'unadjustedVolume': 8411762.0, 'change': -0.5, 'changePercent': -0.495, 'vwap': 100.56667, 'label': 'January 16, 18', 'changeOverTime': -0.00495}"
759,0001.HK,"{'date': '2018-01-15', 'open': 102.400002, 'high': 102.800003, 'low': 100.099998, 'close': 100.5, 'adjClose': 88.342224, 'volume': 12701349.0, 'unadjustedVolume': 12701349.0, 'change': -1.9, 'changePercent': -1.855, 'vwap': 101.13333, 'label': 'January 15, 18', 'changeOverTime': -0.01855}"
760,0001.HK,"{'date': '2018-01-12', 'open': 100.0, 'high': 101.800003, 'low': 99.449997, 'close': 101.199997, 'adjClose': 88.957535, 'volume': 12420139.0, 'unadjustedVolume': 12420139.0, 'change': 1.2, 'changePercent': 1.2, 'vwap': 100.81667, 'label': 'January 12, 18', 'changeOverTime': 0.012}"
761,0001.HK,"{'date': '2018-01-11', 'open': 99.650002, 'high': 99.650002, 'low': 99.0, 'close': 99.150002, 'adjClose': 87.155525, 'volume': 4733923.0, 'unadjustedVolume': 4733923.0, 'change': -0.5, 'changePercent': -0.502, 'vwap': 99.26667, 'label': 'January 11, 18', 'changeOverTime': -0.00502}"
762,0001.HK,"{'date': '2018-01-10', 'open': 98.800003, 'high': 99.0, 'low': 98.199997, 'close': 98.949997, 'adjClose': 86.979729, 'volume': 3885584.0, 'unadjustedVolume': 3885584.0, 'change': 0.14999, 'changePercent': 0.152, 'vwap': 98.71666, 'label': 'January 10, 18', 'changeOverTime': 0.00152}"
763,0001.HK,"{'date': '2018-01-09', 'open': 100.0, 'high': 100.0, 'low': 98.900002, 'close': 99.25, 'adjClose': 87.243439, 'volume': 4146441.0, 'unadjustedVolume': 4146441.0, 'change': -0.75, 'changePercent': -0.75, 'vwap': 99.38333, 'label': 'January 09, 18', 'changeOverTime': -0.0075}"
764,0001.HK,"{'date': '2018-01-08', 'open': 99.949997, 'high': 99.949997, 'low': 99.099998, 'close': 99.349998, 'adjClose': 87.331345, 'volume': 3454980.0, 'unadjustedVolume': 3454980.0, 'change': -0.6, 'changePercent': -0.6, 'vwap': 99.46666, 'label': 'January 08, 18', 'changeOverTime': -0.006}"
765,0001.HK,"{'date': '2018-01-05', 'open': 99.5, 'high': 99.75, 'low': 98.800003, 'close': 99.25, 'adjClose': 87.243439, 'volume': 3294493.0, 'unadjustedVolume': 3294493.0, 'change': -0.25, 'changePercent': -0.251, 'vwap': 99.26667, 'label': 'January 05, 18', 'changeOverTime': -0.00251}"
766,0001.HK,"{'date': '2018-01-04', 'open': 98.800003, 'high': 99.349998, 'low': 98.449997, 'close': 99.099998, 'adjClose': 87.11158, 'volume': 4357990.0, 'unadjustedVolume': 4357990.0, 'change': 0.29999, 'changePercent': 0.304, 'vwap': 98.96666, 'label': 'January 04, 18', 'changeOverTime': 0.00304}"
767,0001.HK,"{'date': '2018-01-03', 'open': 99.099998, 'high': 99.099998, 'low': 98.0, 'close': 98.400002, 'adjClose': 86.496262, 'volume': 4186522.0, 'unadjustedVolume': 4186522.0, 'change': -0.7, 'changePercent': -0.706, 'vwap': 98.5, 'label': 'January 03, 18', 'changeOverTime': -0.00706}"
768,0001.HK,"{'date': '2018-01-02', 'open': 98.099998, 'high': 99.0, 'low': 98.099998, 'close': 98.650002, 'adjClose': 86.716019, 'volume': 3129165.0, 'unadjustedVolume': 3129165.0, 'change': 0.55, 'changePercent': 0.561, 'vwap': 98.58333, 'label': 'January 02, 18', 'changeOverTime': 0.00561}"
769,0001.HK,"{'date': '2017-12-29', 'open': 98.400002, 'high': 99.199997, 'low': 97.849998, 'close': 98.099998, 'adjClose': 86.232552, 'volume': 4329049.0, 'unadjustedVolume': 4329049.0, 'change': -0.3, 'changePercent': -0.305, 'vwap': 98.38333, 'label': 'December 29, 17', 'changeOverTime': -0.00305}"
770,0001.HK,"{'date': '2017-12-28', 'open': 96.900002, 'high': 98.0, 'low': 96.900002, 'close': 97.800003, 'adjClose': 85.968849, 'volume': 3600945.0, 'unadjustedVolume': 3600945.0, 'change': 0.9, 'changePercent': 0.929, 'vwap': 97.56667, 'label': 'December 28, 17', 'changeOverTime': 0.00929}"
771,0001.HK,"{'date': '2017-12-27', 'open': 96.699997, 'high': 96.949997, 'low': 96.400002, 'close': 96.550003, 'adjClose': 84.870056, 'volume': 3218541.0, 'unadjustedVolume': 3218541.0, 'change': -0.14999, 'changePercent': -0.155, 'vwap': 96.63333, 'label': 'December 27, 17', 'changeOverTime': -0.00155}"
772,0001.HK,"{'date': '2017-12-22', 'open': 96.699997, 'high': 97.0, 'low': 96.099998, 'close': 96.599998, 'adjClose': 84.914009, 'volume': 3852814.0, 'unadjustedVolume': 3852814.0, 'change': -0.1, 'changePercent': -0.103, 'vwap': 96.56667, 'label': 'December 22, 17', 'changeOverTime': -0.00103}"
773,0001.HK,"{'date': '2017-12-21', 'open': 96.900002, 'high': 96.900002, 'low': 96.150002, 'close': 96.5, 'adjClose': 84.826111, 'volume': 2866865.0, 'unadjustedVolume': 2866865.0, 'change': -0.4, 'changePercent': -0.413, 'vwap': 96.51667, 'label': 'December 21, 17', 'changeOverTime': -0.00413}"
774,0001.HK,"{'date': '2017-12-20', 'open': 96.0, 'high': 96.75, 'low': 96.0, 'close': 96.599998, 'adjClose': 84.914009, 'volume': 2684159.0, 'unadjustedVolume': 2684159.0, 'change': 0.6, 'changePercent': 0.625, 'vwap': 96.45, 'label': 'December 20, 17', 'changeOverTime': 0.00625}"
775,0001.HK,"{'date': '2017-12-19', 'open': 96.550003, 'high': 96.900002, 'low': 96.349998, 'close': 96.550003, 'adjClose': 84.870056, 'volume': 4564904.0, 'unadjustedVolume': 4564904.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 96.6, 'label': 'December 19, 17', 'changeOverTime': 0.0}"
776,0001.HK,"{'date': '2017-12-18', 'open': 96.800003, 'high': 97.150002, 'low': 96.150002, 'close': 96.550003, 'adjClose': 84.870056, 'volume': 7492759.0, 'unadjustedVolume': 7492759.0, 'change': -0.25, 'changePercent': -0.258, 'vwap': 96.61667, 'label': 'December 18, 17', 'changeOverTime': -0.00258}"
777,0001.HK,"{'date': '2017-12-15', 'open': 96.400002, 'high': 96.400002, 'low': 95.5, 'close': 95.900002, 'adjClose': 84.298706, 'volume': 5468353.0, 'unadjustedVolume': 5468353.0, 'change': -0.5, 'changePercent': -0.519, 'vwap': 95.93333, 'label': 'December 15, 17', 'changeOverTime': -0.00519}"
778,0001.HK,"{'date': '2017-12-14', 'open': 96.599998, 'high': 97.199997, 'low': 96.0, 'close': 96.25, 'adjClose': 84.606361, 'volume': 6318613.0, 'unadjustedVolume': 6318613.0, 'change': -0.35, 'changePercent': -0.362, 'vwap': 96.48333, 'label': 'December 14, 17', 'changeOverTime': -0.00362}"
779,0001.HK,"{'date': '2017-12-13', 'open': 96.300003, 'high': 96.550003, 'low': 95.800003, 'close': 96.199997, 'adjClose': 84.562393, 'volume': 4911488.0, 'unadjustedVolume': 4911488.0, 'change': -0.10001, 'changePercent': -0.104, 'vwap': 96.18333, 'label': 'December 13, 17', 'changeOverTime': -0.00104}"
780,0001.HK,"{'date': '2017-12-12', 'open': 96.650002, 'high': 96.800003, 'low': 95.800003, 'close': 96.150002, 'adjClose': 84.518456, 'volume': 4003135.0, 'unadjustedVolume': 4003135.0, 'change': -0.5, 'changePercent': -0.517, 'vwap': 96.25, 'label': 'December 12, 17', 'changeOverTime': -0.00517}"
781,0001.HK,"{'date': '2017-12-11', 'open': 96.800003, 'high': 96.849998, 'low': 96.050003, 'close': 96.400002, 'adjClose': 84.738213, 'volume': 4949769.0, 'unadjustedVolume': 4949769.0, 'change': -0.4, 'changePercent': -0.413, 'vwap': 96.43333, 'label': 'December 11, 17', 'changeOverTime': -0.00413}"
782,0001.HK,"{'date': '2017-12-08', 'open': 97.949997, 'high': 98.400002, 'low': 96.199997, 'close': 96.699997, 'adjClose': 85.001907, 'volume': 5356159.0, 'unadjustedVolume': 5356159.0, 'change': -1.25, 'changePercent': -1.276, 'vwap': 97.1, 'label': 'December 08, 17', 'changeOverTime': -0.01276}"
783,0001.HK,"{'date': '2017-12-07', 'open': 99.0, 'high': 99.0, 'low': 97.699997, 'close': 97.900002, 'adjClose': 86.056747, 'volume': 4217701.0, 'unadjustedVolume': 4217701.0, 'change': -1.1, 'changePercent': -1.111, 'vwap': 98.2, 'label': 'December 07, 17', 'changeOverTime': -0.01111}"
784,0001.HK,"{'date': '2017-12-06', 'open': 99.199997, 'high': 99.449997, 'low': 98.099998, 'close': 98.199997, 'adjClose': 86.32045, 'volume': 4825622.0, 'unadjustedVolume': 4825622.0, 'change': -1.0, 'changePercent': -1.008, 'vwap': 98.58333, 'label': 'December 06, 17', 'changeOverTime': -0.01008}"
785,0001.HK,"{'date': '2017-12-05', 'open': 98.050003, 'high': 99.199997, 'low': 98.050003, 'close': 98.949997, 'adjClose': 86.979729, 'volume': 3689586.0, 'unadjustedVolume': 3689586.0, 'change': 0.89999, 'changePercent': 0.918, 'vwap': 98.73333, 'label': 'December 05, 17', 'changeOverTime': 0.00918}"
786,0001.HK,"{'date': '2017-12-04', 'open': 99.5, 'high': 99.5, 'low': 98.400002, 'close': 98.900002, 'adjClose': 86.935776, 'volume': 3392450.0, 'unadjustedVolume': 3392450.0, 'change': -0.6, 'changePercent': -0.603, 'vwap': 98.93333, 'label': 'December 04, 17', 'changeOverTime': -0.00603}"
787,0001.HK,"{'date': '2017-12-01', 'open': 99.0, 'high': 99.300003, 'low': 98.300003, 'close': 99.199997, 'adjClose': 87.199486, 'volume': 6021293.0, 'unadjustedVolume': 6021293.0, 'change': 0.2, 'changePercent': 0.202, 'vwap': 98.93333, 'label': 'December 01, 17', 'changeOverTime': 0.00202}"
788,0001.HK,"{'date': '2017-11-30', 'open': 97.650002, 'high': 98.949997, 'low': 97.349998, 'close': 98.300003, 'adjClose': 86.408363, 'volume': 9423191.0, 'unadjustedVolume': 9423191.0, 'change': 0.65, 'changePercent': 0.666, 'vwap': 98.2, 'label': 'November 30, 17', 'changeOverTime': 0.00666}"
789,0001.HK,"{'date': '2017-11-29', 'open': 97.75, 'high': 98.050003, 'low': 97.099998, 'close': 97.349998, 'adjClose': 85.573273, 'volume': 2505463.0, 'unadjustedVolume': 2505463.0, 'change': -0.4, 'changePercent': -0.409, 'vwap': 97.5, 'label': 'November 29, 17', 'changeOverTime': -0.00409}"
790,0001.HK,"{'date': '2017-11-28', 'open': 98.5, 'high': 98.5, 'low': 97.550003, 'close': 97.75, 'adjClose': 85.924889, 'volume': 3199866.0, 'unadjustedVolume': 3199866.0, 'change': -0.75, 'changePercent': -0.761, 'vwap': 97.93333, 'label': 'November 28, 17', 'changeOverTime': -0.00761}"
