,symbol,historical
637,0001.HK,"{'date': '2018-07-17', 'open': 84.0, 'high': 84.150002, 'low': 83.400002, 'close': 83.400002, 'adjClose': 74.976097, 'volume': 4710196.0, 'unadjustedVolume': 4710196.0, 'change': -0.6, 'changePercent': -0.714, 'vwap': 83.65, 'label': 'July 17, 18', 'changeOverTime': -0.00714}"
638,0001.HK,"{'date': '2018-07-16', 'open': 84.0, 'high': 84.449997, 'low': 83.5, 'close': 84.300003, 'adjClose': 75.785194, 'volume': 2975163.0, 'unadjustedVolume': 2975163.0, 'change': 0.3, 'changePercent': 0.357, 'vwap': 84.08333, 'label': 'July 16, 18', 'changeOverTime': 0.00357}"
639,0001.HK,"{'date': '2018-07-13', 'open': 84.0, 'high': 84.400002, 'low': 83.699997, 'close': 84.199997, 'adjClose': 75.69529, 'volume': 3224003.0, 'unadjustedVolume': 3224003.0, 'change': 0.2, 'changePercent': 0.238, 'vwap': 84.1, 'label': 'July 13, 18', 'changeOverTime': 0.00238}"
640,0001.HK,"{'date': '2018-07-12', 'open': 83.5, 'high': 85.0, 'low': 83.5, 'close': 83.75, 'adjClose': 75.290749, 'volume': 3752584.0, 'unadjustedVolume': 3752584.0, 'change': 0.25, 'changePercent': 0.299, 'vwap': 84.08333, 'label': 'July 12, 18', 'changeOverTime': 0.00299}"
641,0001.HK,"{'date': '2018-07-11', 'open': 82.900002, 'high': 84.400002, 'low': 82.900002, 'close': 84.25, 'adjClose': 75.740242, 'volume': 3915574.0, 'unadjustedVolume': 3915574.0, 'change': 1.35, 'changePercent': 1.628, 'vwap': 83.85, 'label': 'July 11, 18', 'changeOverTime': 0.01628}"
642,0001.HK,"{'date': '2018-07-10', 'open': 84.900002, 'high': 86.0, 'low': 84.599998, 'close': 85.300003, 'adjClose': 76.684189, 'volume': 5213465.0, 'unadjustedVolume': 5213465.0, 'change': 0.4, 'changePercent': 0.471, 'vwap': 85.3, 'label': 'July 10, 18', 'changeOverTime': 0.00471}"
643,0001.HK,"{'date': '2018-07-09', 'open': 84.800003, 'high': 85.5, 'low': 84.550003, 'close': 84.900002, 'adjClose': 76.324593, 'volume': 3795637.0, 'unadjustedVolume': 3795637.0, 'change': 0.1, 'changePercent': 0.118, 'vwap': 84.98334, 'label': 'July 09, 18', 'changeOverTime': 0.00118}"
644,0001.HK,"{'date': '2018-07-06', 'open': 83.800003, 'high': 84.699997, 'low': 83.0, 'close': 84.099998, 'adjClose': 75.605392, 'volume': 6120971.0, 'unadjustedVolume': 6120971.0, 'change': 0.29999, 'changePercent': 0.358, 'vwap': 83.93333, 'label': 'July 06, 18', 'changeOverTime': 0.00358}"
645,0001.HK,"{'date': '2018-07-05', 'open': 82.0, 'high': 84.099998, 'low': 82.0, 'close': 83.800003, 'adjClose': 75.335693, 'volume': 8354150.0, 'unadjustedVolume': 8354150.0, 'change': 1.8, 'changePercent': 2.195, 'vwap': 83.3, 'label': 'July 05, 18', 'changeOverTime': 0.02195}"
646,0001.HK,"{'date': '2018-07-04', 'open': 81.800003, 'high': 82.800003, 'low': 81.699997, 'close': 81.75, 'adjClose': 73.492767, 'volume': 6136128.0, 'unadjustedVolume': 6136128.0, 'change': -0.05, 'changePercent': -0.061, 'vwap': 82.08333, 'label': 'July 04, 18', 'changeOverTime': -0.00061}"
647,0001.HK,"{'date': '2018-07-03', 'open': 82.0, 'high': 82.75, 'low': 80.599998, 'close': 81.900002, 'adjClose': 73.627602, 'volume': 5805927.0, 'unadjustedVolume': 5805927.0, 'change': -0.1, 'changePercent': -0.122, 'vwap': 81.75, 'label': 'July 03, 18', 'changeOverTime': -0.00122}"
648,0001.HK,"{'date': '2018-06-29', 'open': 83.0, 'high': 83.800003, 'low': 82.199997, 'close': 83.199997, 'adjClose': 74.796303, 'volume': 4354925.0, 'unadjustedVolume': 4354925.0, 'change': 0.2, 'changePercent': 0.241, 'vwap': 83.06667, 'label': 'June 29, 18', 'changeOverTime': 0.00241}"
649,0001.HK,"{'date': '2018-06-28', 'open': 83.150002, 'high': 83.300003, 'low': 82.199997, 'close': 82.900002, 'adjClose': 74.526604, 'volume': 4026208.0, 'unadjustedVolume': 4026208.0, 'change': -0.25, 'changePercent': -0.301, 'vwap': 82.8, 'label': 'June 28, 18', 'changeOverTime': -0.00301}"
650,0001.HK,"{'date': '2018-06-27', 'open': 83.0, 'high': 84.0, 'low': 82.5, 'close': 82.650002, 'adjClose': 74.301849, 'volume': 3587850.0, 'unadjustedVolume': 3587850.0, 'change': -0.35, 'changePercent': -0.422, 'vwap': 83.05, 'label': 'June 27, 18', 'changeOverTime': -0.00422}"
651,0001.HK,"{'date': '2018-06-26', 'open': 83.800003, 'high': 84.349998, 'low': 83.150002, 'close': 83.5, 'adjClose': 75.065994, 'volume': 3444499.0, 'unadjustedVolume': 3444499.0, 'change': -0.3, 'changePercent': -0.358, 'vwap': 83.66667, 'label': 'June 26, 18', 'changeOverTime': -0.00358}"
652,0001.HK,"{'date': '2018-06-25', 'open': 84.900002, 'high': 85.800003, 'low': 83.900002, 'close': 83.949997, 'adjClose': 75.470543, 'volume': 3596208.0, 'unadjustedVolume': 3596208.0, 'change': -0.95001, 'changePercent': -1.119, 'vwap': 84.55, 'label': 'June 25, 18', 'changeOverTime': -0.01119}"
653,0001.HK,"{'date': '2018-06-22', 'open': 85.0, 'high': 85.449997, 'low': 84.050003, 'close': 84.800003, 'adjClose': 76.234695, 'volume': 3333556.0, 'unadjustedVolume': 3333556.0, 'change': -0.2, 'changePercent': -0.235, 'vwap': 84.76667, 'label': 'June 22, 18', 'changeOverTime': -0.00235}"
654,0001.HK,"{'date': '2018-06-21', 'open': 87.75, 'high': 87.75, 'low': 84.75, 'close': 84.75, 'adjClose': 76.189743, 'volume': 5397667.0, 'unadjustedVolume': 5397667.0, 'change': -3.0, 'changePercent': -3.419, 'vwap': 85.75, 'label': 'June 21, 18', 'changeOverTime': -0.03419}"
655,0001.HK,"{'date': '2018-06-20', 'open': 85.699997, 'high': 87.0, 'low': 85.699997, 'close': 86.099998, 'adjClose': 77.403381, 'volume': 4050830.0, 'unadjustedVolume': 4050830.0, 'change': 0.4, 'changePercent': 0.467, 'vwap': 86.26666, 'label': 'June 20, 18', 'changeOverTime': 0.00467}"
656,0001.HK,"{'date': '2018-06-19', 'open': 88.400002, 'high': 88.5, 'low': 85.849998, 'close': 86.349998, 'adjClose': 77.628128, 'volume': 8714258.0, 'unadjustedVolume': 8714258.0, 'change': -2.05, 'changePercent': -2.319, 'vwap': 86.9, 'label': 'June 19, 18', 'changeOverTime': -0.02319}"
657,0001.HK,"{'date': '2018-06-15', 'open': 88.349998, 'high': 88.5, 'low': 87.800003, 'close': 88.5, 'adjClose': 79.560974, 'volume': 7524675.0, 'unadjustedVolume': 7524675.0, 'change': 0.15, 'changePercent': 0.17, 'vwap': 88.26667, 'label': 'June 15, 18', 'changeOverTime': 0.0017}"
658,0001.HK,"{'date': '2018-06-14', 'open': 88.900002, 'high': 89.599998, 'low': 88.0, 'close': 88.300003, 'adjClose': 79.381172, 'volume': 5741797.0, 'unadjustedVolume': 5741797.0, 'change': -0.6, 'changePercent': -0.675, 'vwap': 88.63333, 'label': 'June 14, 18', 'changeOverTime': -0.00675}"
659,0001.HK,"{'date': '2018-06-13', 'open': 91.5, 'high': 91.5, 'low': 89.349998, 'close': 89.5, 'adjClose': 80.459961, 'volume': 5289102.0, 'unadjustedVolume': 5289102.0, 'change': -2.0, 'changePercent': -2.186, 'vwap': 90.11667, 'label': 'June 13, 18', 'changeOverTime': -0.02186}"
660,0001.HK,"{'date': '2018-06-12', 'open': 91.0, 'high': 92.0, 'low': 90.699997, 'close': 91.550003, 'adjClose': 82.302902, 'volume': 7023255.0, 'unadjustedVolume': 7023255.0, 'change': 0.55, 'changePercent': 0.604, 'vwap': 91.41667, 'label': 'June 12, 18', 'changeOverTime': 0.00604}"
661,0001.HK,"{'date': '2018-06-11', 'open': 90.099998, 'high': 90.900002, 'low': 90.099998, 'close': 90.699997, 'adjClose': 81.53875, 'volume': 3476645.0, 'unadjustedVolume': 3476645.0, 'change': 0.6, 'changePercent': 0.666, 'vwap': 90.56667, 'label': 'June 11, 18', 'changeOverTime': 0.00666}"
662,0001.HK,"{'date': '2018-06-08', 'open': 90.599998, 'high': 90.949997, 'low': 89.599998, 'close': 90.050003, 'adjClose': 80.954414, 'volume': 4105403.0, 'unadjustedVolume': 4105403.0, 'change': -0.54999, 'changePercent': -0.607, 'vwap': 90.2, 'label': 'June 08, 18', 'changeOverTime': -0.00607}"
663,0001.HK,"{'date': '2018-06-07', 'open': 90.650002, 'high': 91.449997, 'low': 90.650002, 'close': 91.050003, 'adjClose': 81.853409, 'volume': 5296475.0, 'unadjustedVolume': 5296475.0, 'change': 0.4, 'changePercent': 0.441, 'vwap': 91.05, 'label': 'June 07, 18', 'changeOverTime': 0.00441}"
664,0001.HK,"{'date': '2018-06-06', 'open': 90.099998, 'high': 90.5, 'low': 89.800003, 'close': 90.349998, 'adjClose': 81.224098, 'volume': 6684071.0, 'unadjustedVolume': 6684071.0, 'change': 0.25, 'changePercent': 0.277, 'vwap': 90.21667, 'label': 'June 06, 18', 'changeOverTime': 0.00277}"
665,0001.HK,"{'date': '2018-06-05', 'open': 89.949997, 'high': 90.0, 'low': 89.150002, 'close': 89.75, 'adjClose': 80.684708, 'volume': 3316245.0, 'unadjustedVolume': 3316245.0, 'change': -0.2, 'changePercent': -0.222, 'vwap': 89.63333, 'label': 'June 05, 18', 'changeOverTime': -0.00222}"
666,0001.HK,"{'date': '2018-06-04', 'open': 89.349998, 'high': 89.900002, 'low': 89.0, 'close': 89.75, 'adjClose': 80.684708, 'volume': 5721778.0, 'unadjustedVolume': 5721778.0, 'change': 0.4, 'changePercent': 0.448, 'vwap': 89.55, 'label': 'June 04, 18', 'changeOverTime': 0.00448}"
667,0001.HK,"{'date': '2018-06-01', 'open': 89.050003, 'high': 89.349998, 'low': 88.75, 'close': 88.75, 'adjClose': 79.785713, 'volume': 7852230.0, 'unadjustedVolume': 7852230.0, 'change': -0.3, 'changePercent': -0.337, 'vwap': 88.95, 'label': 'June 01, 18', 'changeOverTime': -0.00337}"
668,0001.HK,"{'date': '2018-05-31', 'open': 87.650002, 'high': 89.0, 'low': 87.650002, 'close': 88.550003, 'adjClose': 79.605919, 'volume': 9784120.0, 'unadjustedVolume': 9784120.0, 'change': 0.9, 'changePercent': 1.027, 'vwap': 88.4, 'label': 'May 31, 18', 'changeOverTime': 0.01027}"
669,0001.HK,"{'date': '2018-05-30', 'open': 88.0, 'high': 88.25, 'low': 87.099998, 'close': 87.449997, 'adjClose': 78.61702, 'volume': 7172130.0, 'unadjustedVolume': 7172130.0, 'change': -0.55, 'changePercent': -0.625, 'vwap': 87.6, 'label': 'May 30, 18', 'changeOverTime': -0.00625}"
670,0001.HK,"{'date': '2018-05-29', 'open': 89.0, 'high': 89.349998, 'low': 88.300003, 'close': 88.400002, 'adjClose': 79.471069, 'volume': 5694617.0, 'unadjustedVolume': 5694617.0, 'change': -0.6, 'changePercent': -0.674, 'vwap': 88.68333, 'label': 'May 29, 18', 'changeOverTime': -0.00674}"
671,0001.HK,"{'date': '2018-05-28', 'open': 90.050003, 'high': 90.099998, 'low': 89.300003, 'close': 89.449997, 'adjClose': 80.415009, 'volume': 2736359.0, 'unadjustedVolume': 2736359.0, 'change': -0.60001, 'changePercent': -0.666, 'vwap': 89.61667, 'label': 'May 28, 18', 'changeOverTime': -0.00666}"
672,0001.HK,"{'date': '2018-05-25', 'open': 89.849998, 'high': 89.849998, 'low': 89.0, 'close': 89.5, 'adjClose': 80.459961, 'volume': 4584342.0, 'unadjustedVolume': 4584342.0, 'change': -0.35, 'changePercent': -0.39, 'vwap': 89.45, 'label': 'May 25, 18', 'changeOverTime': -0.0039}"
673,0001.HK,"{'date': '2018-05-24', 'open': 88.900002, 'high': 89.5, 'low': 88.0, 'close': 89.449997, 'adjClose': 80.415009, 'volume': 8291334.0, 'unadjustedVolume': 8291334.0, 'change': 0.54999, 'changePercent': 0.619, 'vwap': 88.98333, 'label': 'May 24, 18', 'changeOverTime': 0.00619}"
674,0001.HK,"{'date': '2018-05-23', 'open': 88.699997, 'high': 88.800003, 'low': 88.300003, 'close': 88.300003, 'adjClose': 79.381172, 'volume': 6565438.0, 'unadjustedVolume': 6565438.0, 'change': -0.39999, 'changePercent': -0.451, 'vwap': 88.46667, 'label': 'May 23, 18', 'changeOverTime': -0.00451}"
675,0001.HK,"{'date': '2018-05-21', 'open': 88.599998, 'high': 89.5, 'low': 88.599998, 'close': 88.800003, 'adjClose': 79.830666, 'volume': 4804297.0, 'unadjustedVolume': 4804297.0, 'change': 0.20001, 'changePercent': 0.226, 'vwap': 88.96667, 'label': 'May 21, 18', 'changeOverTime': 0.00226}"
676,0001.HK,"{'date': '2018-05-18', 'open': 89.349998, 'high': 89.349998, 'low': 88.300003, 'close': 88.75, 'adjClose': 79.785713, 'volume': 6276790.0, 'unadjustedVolume': 6276790.0, 'change': -0.6, 'changePercent': -0.672, 'vwap': 88.8, 'label': 'May 18, 18', 'changeOverTime': -0.00672}"
677,0001.HK,"{'date': '2018-05-17', 'open': 90.449997, 'high': 90.449997, 'low': 88.75, 'close': 89.050003, 'adjClose': 80.055412, 'volume': 5372431.0, 'unadjustedVolume': 5372431.0, 'change': -1.39999, 'changePercent': -1.548, 'vwap': 89.41667, 'label': 'May 17, 18', 'changeOverTime': -0.01548}"
678,0001.HK,"{'date': '2018-05-16', 'open': 90.0, 'high': 90.199997, 'low': 89.099998, 'close': 89.75, 'adjClose': 80.684708, 'volume': 5434499.0, 'unadjustedVolume': 5434499.0, 'change': -0.25, 'changePercent': -0.278, 'vwap': 89.68333, 'label': 'May 16, 18', 'changeOverTime': -0.00278}"
679,0001.HK,"{'date': '2018-05-15', 'open': 91.599998, 'high': 91.599998, 'low': 90.0, 'close': 90.0, 'adjClose': 80.909462, 'volume': 6799632.0, 'unadjustedVolume': 6799632.0, 'change': -1.6, 'changePercent': -1.747, 'vwap': 90.53333, 'label': 'May 15, 18', 'changeOverTime': -0.01747}"
680,0001.HK,"{'date': '2018-05-14', 'open': 93.400002, 'high': 93.449997, 'low': 92.900002, 'close': 93.199997, 'adjClose': 81.925323, 'volume': 5910133.0, 'unadjustedVolume': 5910133.0, 'change': -0.20001, 'changePercent': -0.214, 'vwap': 93.18333, 'label': 'May 14, 18', 'changeOverTime': -0.00214}"
681,0001.HK,"{'date': '2018-05-11', 'open': 92.300003, 'high': 93.0, 'low': 92.300003, 'close': 92.349998, 'adjClose': 81.178146, 'volume': 5750706.0, 'unadjustedVolume': 5750706.0, 'change': 0.04999, 'changePercent': 0.054, 'vwap': 92.55, 'label': 'May 11, 18', 'changeOverTime': 0.00054}"
682,0001.HK,"{'date': '2018-05-10', 'open': 92.150002, 'high': 92.449997, 'low': 91.599998, 'close': 91.650002, 'adjClose': 80.56282, 'volume': 4100142.0, 'unadjustedVolume': 4100142.0, 'change': -0.5, 'changePercent': -0.543, 'vwap': 91.9, 'label': 'May 10, 18', 'changeOverTime': -0.00543}"
683,0001.HK,"{'date': '2018-05-09', 'open': 91.599998, 'high': 91.949997, 'low': 91.300003, 'close': 91.800003, 'adjClose': 80.694687, 'volume': 2471592.0, 'unadjustedVolume': 2471592.0, 'change': 0.20001, 'changePercent': 0.218, 'vwap': 91.68333, 'label': 'May 09, 18', 'changeOverTime': 0.00218}"
684,0001.HK,"{'date': '2018-05-08', 'open': 90.849998, 'high': 91.75, 'low': 90.800003, 'close': 91.599998, 'adjClose': 80.518875, 'volume': 3725096.0, 'unadjustedVolume': 3725096.0, 'change': 0.75, 'changePercent': 0.826, 'vwap': 91.38333, 'label': 'May 08, 18', 'changeOverTime': 0.00826}"
685,0001.HK,"{'date': '2018-05-07', 'open': 91.0, 'high': 91.5, 'low': 90.5, 'close': 90.949997, 'adjClose': 79.94751, 'volume': 3376268.0, 'unadjustedVolume': 3376268.0, 'change': -0.05, 'changePercent': -0.055, 'vwap': 90.98333, 'label': 'May 07, 18', 'changeOverTime': -0.00055}"
686,0001.HK,"{'date': '2018-05-04', 'open': 91.5, 'high': 92.949997, 'low': 91.050003, 'close': 91.25, 'adjClose': 80.211227, 'volume': 3628477.0, 'unadjustedVolume': 3628477.0, 'change': -0.25, 'changePercent': -0.273, 'vwap': 91.75, 'label': 'May 04, 18', 'changeOverTime': -0.00273}"
687,0001.HK,"{'date': '2018-05-03', 'open': 92.199997, 'high': 92.199997, 'low': 91.550003, 'close': 91.900002, 'adjClose': 80.782578, 'volume': 4454559.0, 'unadjustedVolume': 4454559.0, 'change': -0.29999, 'changePercent': -0.325, 'vwap': 91.88333, 'label': 'May 03, 18', 'changeOverTime': -0.00325}"
688,0001.HK,"{'date': '2018-05-02', 'open': 92.0, 'high': 93.0, 'low': 92.0, 'close': 92.550003, 'adjClose': 81.353958, 'volume': 4316780.0, 'unadjustedVolume': 4316780.0, 'change': 0.55, 'changePercent': 0.598, 'vwap': 92.51667, 'label': 'May 02, 18', 'changeOverTime': 0.00598}"
689,0001.HK,"{'date': '2018-04-30', 'open': 92.699997, 'high': 93.400002, 'low': 92.400002, 'close': 93.099998, 'adjClose': 81.837418, 'volume': 5017723.0, 'unadjustedVolume': 5017723.0, 'change': 0.4, 'changePercent': 0.431, 'vwap': 92.96667, 'label': 'April 30, 18', 'changeOverTime': 0.00431}"
690,0001.HK,"{'date': '2018-04-27', 'open': 92.25, 'high': 92.699997, 'low': 92.0, 'close': 92.599998, 'adjClose': 81.397903, 'volume': 3294590.0, 'unadjustedVolume': 3294590.0, 'change': 0.35, 'changePercent': 0.379, 'vwap': 92.43333, 'label': 'April 27, 18', 'changeOverTime': 0.00379}"
691,0001.HK,"{'date': '2018-04-26', 'open': 92.349998, 'high': 92.75, 'low': 91.5, 'close': 92.400002, 'adjClose': 81.222107, 'volume': 7238700.0, 'unadjustedVolume': 7238700.0, 'change': 0.05, 'changePercent': 0.054, 'vwap': 92.21667, 'label': 'April 26, 18', 'changeOverTime': 0.00054}"
692,0001.HK,"{'date': '2018-04-25', 'open': 93.099998, 'high': 93.449997, 'low': 92.349998, 'close': 93.0, 'adjClose': 81.749512, 'volume': 6302981.0, 'unadjustedVolume': 6302981.0, 'change': -0.1, 'changePercent': -0.107, 'vwap': 92.93333, 'label': 'April 25, 18', 'changeOverTime': -0.00107}"
693,0001.HK,"{'date': '2018-04-24', 'open': 92.300003, 'high': 93.5, 'low': 92.300003, 'close': 93.349998, 'adjClose': 82.057175, 'volume': 4656220.0, 'unadjustedVolume': 4656220.0, 'change': 1.04999, 'changePercent': 1.138, 'vwap': 93.05, 'label': 'April 24, 18', 'changeOverTime': 0.01138}"
694,0001.HK,"{'date': '2018-04-23', 'open': 92.75, 'high': 93.150002, 'low': 92.449997, 'close': 92.75, 'adjClose': 81.52977, 'volume': 4490727.0, 'unadjustedVolume': 4490727.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 92.78333, 'label': 'April 23, 18', 'changeOverTime': 0.0}"
695,0001.HK,"{'date': '2018-04-20', 'open': 92.900002, 'high': 93.550003, 'low': 92.599998, 'close': 93.0, 'adjClose': 81.749512, 'volume': 2750491.0, 'unadjustedVolume': 2750491.0, 'change': 0.1, 'changePercent': 0.108, 'vwap': 93.05, 'label': 'April 20, 18', 'changeOverTime': 0.00108}"
696,0001.HK,"{'date': '2018-04-19', 'open': 93.0, 'high': 93.900002, 'low': 92.449997, 'close': 93.699997, 'adjClose': 82.364838, 'volume': 7203279.0, 'unadjustedVolume': 7203279.0, 'change': 0.7, 'changePercent': 0.753, 'vwap': 93.35, 'label': 'April 19, 18', 'changeOverTime': 0.00753}"
697,0001.HK,"{'date': '2018-04-18', 'open': 90.800003, 'high': 92.449997, 'low': 90.800003, 'close': 92.0, 'adjClose': 80.870491, 'volume': 5113032.0, 'unadjustedVolume': 5113032.0, 'change': 1.2, 'changePercent': 1.322, 'vwap': 91.75, 'label': 'April 18, 18', 'changeOverTime': 0.01322}"
698,0001.HK,"{'date': '2018-04-17', 'open': 91.5, 'high': 92.300003, 'low': 90.25, 'close': 90.400002, 'adjClose': 79.46405, 'volume': 6441636.0, 'unadjustedVolume': 6441636.0, 'change': -1.1, 'changePercent': -1.202, 'vwap': 90.98334, 'label': 'April 17, 18', 'changeOverTime': -0.01202}"
699,0001.HK,"{'date': '2018-04-16', 'open': 92.849998, 'high': 92.949997, 'low': 91.099998, 'close': 91.400002, 'adjClose': 80.343079, 'volume': 4404450.0, 'unadjustedVolume': 4404450.0, 'change': -1.45, 'changePercent': -1.562, 'vwap': 91.81667, 'label': 'April 16, 18', 'changeOverTime': -0.01562}"
700,0001.HK,"{'date': '2018-04-13', 'open': 93.550003, 'high': 93.699997, 'low': 92.650002, 'close': 92.849998, 'adjClose': 81.617668, 'volume': 2309410.0, 'unadjustedVolume': 2309410.0, 'change': -0.70001, 'changePercent': -0.748, 'vwap': 93.06667, 'label': 'April 13, 18', 'changeOverTime': -0.00748}"
701,0001.HK,"{'date': '2018-04-12', 'open': 93.050003, 'high': 94.099998, 'low': 92.5, 'close': 93.150002, 'adjClose': 81.881371, 'volume': 5114763.0, 'unadjustedVolume': 5114763.0, 'change': 0.1, 'changePercent': 0.107, 'vwap': 93.25, 'label': 'April 12, 18', 'changeOverTime': 0.00107}"
702,0001.HK,"{'date': '2018-04-11', 'open': 91.650002, 'high': 92.75, 'low': 91.650002, 'close': 92.699997, 'adjClose': 81.485809, 'volume': 4463806.0, 'unadjustedVolume': 4463806.0, 'change': 1.04999, 'changePercent': 1.146, 'vwap': 92.36667, 'label': 'April 11, 18', 'changeOverTime': 0.01146}"
703,0001.HK,"{'date': '2018-04-10', 'open': 91.300003, 'high': 93.150002, 'low': 91.300003, 'close': 92.349998, 'adjClose': 81.178146, 'volume': 4847261.0, 'unadjustedVolume': 4847261.0, 'change': 1.04999, 'changePercent': 1.15, 'vwap': 92.26667, 'label': 'April 10, 18', 'changeOverTime': 0.0115}"
704,0001.HK,"{'date': '2018-04-09', 'open': 91.0, 'high': 93.5, 'low': 91.0, 'close': 91.849998, 'adjClose': 80.73864, 'volume': 8497462.0, 'unadjustedVolume': 8497462.0, 'change': 0.85, 'changePercent': 0.934, 'vwap': 92.11667, 'label': 'April 09, 18', 'changeOverTime': 0.00934}"
705,0001.HK,"{'date': '2018-04-06', 'open': 92.0, 'high': 92.599998, 'low': 91.300003, 'close': 91.5, 'adjClose': 80.430984, 'volume': 5484018.0, 'unadjustedVolume': 5484018.0, 'change': -0.5, 'changePercent': -0.543, 'vwap': 91.8, 'label': 'April 06, 18', 'changeOverTime': -0.00543}"
706,0001.HK,"{'date': '2018-04-04', 'open': 92.050003, 'high': 93.449997, 'low': 92.0, 'close': 92.0, 'adjClose': 80.870491, 'volume': 4220647.0, 'unadjustedVolume': 4220647.0, 'change': -0.05, 'changePercent': -0.054, 'vwap': 92.48333, 'label': 'April 04, 18', 'changeOverTime': -0.00054}"
707,0001.HK,"{'date': '2018-04-03', 'open': 93.0, 'high': 93.900002, 'low': 92.25, 'close': 93.0, 'adjClose': 81.749512, 'volume': 5236651.0, 'unadjustedVolume': 5236651.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 93.05, 'label': 'April 03, 18', 'changeOverTime': 0.0}"
708,0001.HK,"{'date': '2018-03-29', 'open': 93.800003, 'high': 94.800003, 'low': 93.75, 'close': 93.900002, 'adjClose': 82.540642, 'volume': 3770793.0, 'unadjustedVolume': 3770793.0, 'change': 0.1, 'changePercent': 0.107, 'vwap': 94.15, 'label': 'March 29, 18', 'changeOverTime': 0.00107}"
709,0001.HK,"{'date': '2018-03-28', 'open': 95.599998, 'high': 95.599998, 'low': 93.800003, 'close': 93.800003, 'adjClose': 82.452744, 'volume': 3848235.0, 'unadjustedVolume': 3848235.0, 'change': -1.79999, 'changePercent': -1.883, 'vwap': 94.4, 'label': 'March 28, 18', 'changeOverTime': -0.01883}"
710,0001.HK,"{'date': '2018-03-27', 'open': 95.75, 'high': 95.800003, 'low': 95.150002, 'close': 95.599998, 'adjClose': 84.034988, 'volume': 2650939.0, 'unadjustedVolume': 2650939.0, 'change': -0.15, 'changePercent': -0.157, 'vwap': 95.51667, 'label': 'March 27, 18', 'changeOverTime': -0.00157}"
711,0001.HK,"{'date': '2018-03-26', 'open': 95.900002, 'high': 95.900002, 'low': 94.349998, 'close': 95.099998, 'adjClose': 83.595474, 'volume': 4127038.0, 'unadjustedVolume': 4127038.0, 'change': -0.8, 'changePercent': -0.834, 'vwap': 95.11667, 'label': 'March 26, 18', 'changeOverTime': -0.00834}"
712,0001.HK,"{'date': '2018-03-23', 'open': 94.150002, 'high': 95.0, 'low': 93.699997, 'close': 94.800003, 'adjClose': 83.331764, 'volume': 6318075.0, 'unadjustedVolume': 6318075.0, 'change': 0.65, 'changePercent': 0.69, 'vwap': 94.5, 'label': 'March 23, 18', 'changeOverTime': 0.0069}"
713,0001.HK,"{'date': '2018-03-22', 'open': 96.5, 'high': 96.900002, 'low': 95.900002, 'close': 96.150002, 'adjClose': 84.518456, 'volume': 4802217.0, 'unadjustedVolume': 4802217.0, 'change': -0.35, 'changePercent': -0.363, 'vwap': 96.31667, 'label': 'March 22, 18', 'changeOverTime': -0.00363}"
714,0001.HK,"{'date': '2018-03-21', 'open': 96.900002, 'high': 97.400002, 'low': 96.0, 'close': 96.150002, 'adjClose': 84.518456, 'volume': 4034789.0, 'unadjustedVolume': 4034789.0, 'change': -0.75, 'changePercent': -0.774, 'vwap': 96.51667, 'label': 'March 21, 18', 'changeOverTime': -0.00774}"
715,0001.HK,"{'date': '2018-03-20', 'open': 96.300003, 'high': 96.599998, 'low': 95.5, 'close': 96.099998, 'adjClose': 84.474495, 'volume': 6480912.0, 'unadjustedVolume': 6480912.0, 'change': -0.20001, 'changePercent': -0.208, 'vwap': 96.06667, 'label': 'March 20, 18', 'changeOverTime': -0.00208}"
716,0001.HK,"{'date': '2018-03-19', 'open': 97.900002, 'high': 98.25, 'low': 96.800003, 'close': 97.050003, 'adjClose': 85.30957, 'volume': 7114665.0, 'unadjustedVolume': 7114665.0, 'change': -0.85, 'changePercent': -0.868, 'vwap': 97.36667, 'label': 'March 19, 18', 'changeOverTime': -0.00868}"
717,0001.HK,"{'date': '2018-03-16', 'open': 98.0, 'high': 99.050003, 'low': 97.800003, 'close': 98.900002, 'adjClose': 86.935776, 'volume': 9210827.0, 'unadjustedVolume': 9210827.0, 'change': 0.9, 'changePercent': 0.918, 'vwap': 98.58334, 'label': 'March 16, 18', 'changeOverTime': 0.00918}"
718,0001.HK,"{'date': '2018-03-15', 'open': 98.050003, 'high': 98.849998, 'low': 97.599998, 'close': 98.599998, 'adjClose': 86.672073, 'volume': 6448132.0, 'unadjustedVolume': 6448132.0, 'change': 0.54999, 'changePercent': 0.561, 'vwap': 98.35, 'label': 'March 15, 18', 'changeOverTime': 0.00561}"
719,0001.HK,"{'date': '2018-03-14', 'open': 98.050003, 'high': 98.099998, 'low': 97.800003, 'close': 98.050003, 'adjClose': 86.188606, 'volume': 6314476.0, 'unadjustedVolume': 6314476.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 97.98333, 'label': 'March 14, 18', 'changeOverTime': 0.0}"
720,0001.HK,"{'date': '2018-03-13', 'open': 98.599998, 'high': 98.900002, 'low': 98.300003, 'close': 98.5, 'adjClose': 86.58416, 'volume': 7269423.0, 'unadjustedVolume': 7269423.0, 'change': -0.1, 'changePercent': -0.101, 'vwap': 98.56667, 'label': 'March 13, 18', 'changeOverTime': -0.00101}"
